Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,106.59,78.43,80.74,129.91,72.93,62.04,39.27,8.8,110.88,49.72,68.42,100.43,127.05,52.91,86.46,31.79,578.71,627.66
0.0200,106.59,80.85,83.05,129.91,72.93,62.04,41.91,8.8,107.91,49.72,68.42,100.43,127.05,50.82,88.55,34.43,586.08,627.33
0.0300,106.59,80.85,83.05,129.91,76.23,62.04,39.27,8.8,104.94,49.72,68.42,97.79,127.05,52.91,88.55,31.79,586.74,621.17
0.0400,106.59,80.85,83.05,133.1,76.23,62.04,41.91,8.8,104.94,47.96,66.11,97.79,127.05,52.91,88.55,34.43,592.57,619.74
0.0500,106.59,80.85,83.05,133.1,79.64,64.79,41.91,8.8,102.08,47.96,66.11,97.79,127.05,50.82,88.55,31.79,598.73,612.15
0.0600,109.45,80.85,83.05,133.1,79.64,64.79,41.91,8.8,99.11,46.09,63.69,97.79,124.85,52.91,90.64,31.79,601.59,606.87
0.0700,109.45,83.27,85.47,133.1,79.64,64.79,41.91,8.8,96.14,46.09,63.69,95.26,124.85,52.91,90.64,31.79,606.43,601.37
0.0800,109.45,83.27,85.47,136.29,79.64,64.79,41.91,11,93.17,44.22,61.27,95.26,124.85,50.82,92.73,31.79,611.82,594.11
0.0900,109.45,83.27,85.47,136.29,79.64,64.79,44.55,11,87.34,44.22,58.85,92.62,124.85,52.91,92.73,31.79,614.46,585.31
0.1000,109.45,83.27,85.47,136.29,83.05,67.54,44.55,11,84.37,42.35,58.85,92.62,124.85,52.91,94.82,31.79,620.62,582.56
0.1100,109.45,85.58,85.47,139.59,83.05,67.54,44.55,11,81.4,40.59,56.54,92.62,124.85,50.82,94.82,31.79,626.23,573.43
0.1200,109.45,85.58,85.47,139.59,86.46,67.54,44.55,11,78.54,40.59,54.67,90.09,124.85,52.91,96.91,31.79,629.64,570.35
0.1300,109.45,85.58,85.47,142.78,86.46,67.54,44.55,11,72.6,38.72,54.67,90.09,124.85,52.91,99,31.79,632.83,564.63
0.1400,112.42,88,87.89,145.97,86.46,70.29,47.19,11,72.6,36.85,52.91,90.09,124.85,52.91,101.09,31.79,649.22,563.09
0.1500,109.45,88,85.47,145.97,89.87,70.29,47.19,11,69.63,34.98,51.15,87.45,124.85,52.91,103.18,29.15,647.24,553.3
