Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,162.03,70.4,66.22,71.28,10.78,59.73,33.77,27.06,213.51,84.04,72.49,100.54,25.41,81.84,56.54,84.81,501.27,719.18
0.0200,162.03,70.4,66.22,71.28,10.78,59.73,33.77,27.06,213.51,84.04,74.69,100.54,25.41,81.84,58.85,81.84,501.27,720.72
0.0300,164.01,72.38,66.22,71.28,10.78,59.73,33.77,27.06,213.51,84.04,72.49,100.54,27.5,81.84,58.85,84.81,505.23,723.58
0.0400,164.01,72.38,68.42,71.28,10.78,59.73,33.77,27.06,213.51,84.04,74.69,100.54,25.41,81.84,58.85,84.81,507.43,723.69
0.0500,164.01,72.38,66.22,71.28,10.78,59.73,33.77,27.06,213.51,84.04,74.69,100.54,25.41,81.84,58.85,81.84,505.23,720.72
0.0600,166.1,72.38,68.42,71.28,12.98,59.73,33.77,27.06,213.51,81.95,74.69,100.54,25.41,81.84,58.85,84.81,511.72,721.6
0.0700,166.1,72.38,68.42,71.28,10.78,59.73,33.77,29.26,213.51,84.04,74.69,100.54,27.5,81.84,58.85,84.81,511.72,725.78
0.0800,168.08,74.36,68.42,71.28,10.78,59.73,33.77,27.06,213.51,81.95,74.69,98.01,25.41,81.84,56.54,81.84,513.48,713.79
0.0900,170.06,74.36,70.62,71.28,10.78,59.73,31.57,27.06,213.51,81.95,74.69,98.01,25.41,79.53,56.54,81.84,515.46,711.48
0.1000,172.15,74.36,70.62,71.28,10.78,59.73,31.57,27.06,213.51,81.95,74.69,98.01,25.41,79.53,54.45,81.84,517.55,709.39
0.1100,172.15,74.36,70.62,71.28,10.78,59.73,31.57,27.06,213.51,81.95,72.49,98.01,25.41,79.53,54.45,81.84,517.55,707.19
0.1200,176.22,76.34,72.93,73.48,10.78,59.73,31.57,27.06,213.51,81.95,74.69,98.01,25.41,79.53,54.45,81.84,528.11,709.39
0.1300,178.2,76.34,72.93,73.48,10.78,59.73,31.57,27.06,211.09,81.95,74.69,95.48,23.21,79.53,52.47,81.84,530.09,700.26
0.1400,182.27,78.32,75.13,73.48,10.78,59.73,31.57,27.06,211.09,81.95,72.49,95.48,23.21,77.11,52.47,81.84,538.34,695.64
0.1500,186.34,80.3,77.33,73.48,10.78,59.73,31.57,27.06,211.09,79.86,72.49,95.48,23.21,79.53,50.38,78.98,546.59,691.02
0.1600,192.39,84.37,79.53,75.57,10.78,59.73,29.26,24.75,208.78,79.86,72.49,92.95,23.21,77.11,48.4,78.98,556.38,681.78
0.1700,200.53,86.35,81.84,75.57,10.78,59.73,29.26,24.75,208.78,77.66,72.49,92.95,21.12,74.69,46.42,78.98,568.81,673.09
