Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,22.77,5.61,7.15,5.17,0,73.37,149.05,250.58,280.94,103.07,67.32,53.9,7.04,43.56,0,19.14,513.7,574.97
0.0200,20.24,4.18,7.15,5.17,0,61.6,145.53,241.01,293.26,110.22,72.27,58.63,7.04,50.49,4.95,21.12,484.88,617.98
0.0300,15.18,4.18,5.39,3.85,0,52.58,142.01,221.98,305.69,115.61,74.69,61.49,7.04,55.11,7.48,22.99,445.17,650.1
0.0400,12.65,2.75,5.39,3.85,0,46.42,134.97,205.81,314.93,121.22,77.22,64.35,7.04,57.31,10.01,24.97,411.84,677.05
0.0500,7.59,2.75,5.39,3.85,0,40.26,124.3,184.25,324.28,124.96,79.64,67.32,9.35,57.31,10.01,26.84,368.39,699.71
0.0600,5.06,2.75,5.39,3.85,0,37.18,110.22,158.51,333.63,130.57,82.06,70.18,9.35,59.62,12.54,26.84,322.96,724.79
0.0700,0,2.75,5.39,3.85,0,33.99,99,134.31,339.68,134.2,84.59,73.15,9.35,59.62,12.54,28.82,279.29,741.95
0.0800,0,2.75,3.52,3.85,0,30.91,87.78,124.63,348.7,137.94,84.59,76.01,9.35,61.82,10.01,28.82,253.44,757.24
0.0900,0,2.75,3.52,2.53,0,24.75,76.56,114.95,357.83,143.55,87.01,78.98,9.35,64.13,10.01,28.82,225.06,779.68
0.1000,0,2.75,3.52,2.53,0,21.67,65.34,99.55,363.88,147.29,87.01,81.84,9.35,66.33,10.01,28.82,195.36,794.53
0.1100,0,2.75,3.52,2.53,0,15.4,57.97,78.32,370.04,152.79,87.01,87.67,9.35,68.64,10.01,30.69,160.49,816.2
0.1200,0,0,3.52,2.53,0,12.32,48.29,73.04,379.06,158.4,84.59,90.53,9.35,70.84,10.01,30.69,139.7,833.47
0.1300,0,2.75,3.52,2.53,0,6.16,38.61,67.76,382.14,164.01,84.59,96.36,9.35,73.15,10.01,30.69,121.33,850.3
0.1400,0,2.75,3.52,2.53,0,0,28.93,48.4,388.3,169.62,84.59,99.33,9.35,75.46,10.01,30.69,86.13,867.35
0.1500,5.06,2.75,3.52,3.85,0,0,16.06,22,394.46,173.36,84.59,105.16,9.35,77.66,7.48,30.69,53.24,882.75
0.1600,10.12,2.75,3.52,5.17,0,0,6.38,13.2,397.54,177.1,84.59,108.02,9.35,79.97,7.48,32.67,41.14,896.72
0.1700,10.12,2.75,3.52,5.17,0,0,6.38,8.8,400.62,180.84,82.06,113.96,9.35,79.97,10.01,32.67,36.74,909.48
0.1800,10.12,2.75,3.52,5.17,0,0,0,8.8,403.7,182.71,82.06,116.93,9.35,82.17,10.01,32.67,30.36,919.6
0.1900,10.12,2.75,3.52,3.85,0,0,0,0,403.7,184.58,82.06,119.9,9.35,84.48,10.01,32.67,20.24,926.75
0.2000,12.65,2.75,3.52,3.85,0,0,0,0,400.62,184.58,82.06,122.87,9.35,86.68,12.54,34.54,22.77,933.24
0.2100,12.65,2.75,3.52,3.85,0,0,0,0,391.38,182.71,82.06,125.84,9.35,86.68,12.54,34.54,22.77,925.1
0.2200,12.65,2.75,3.52,3.85,0,0,0,0,382.14,180.84,82.06,128.81,9.35,88.99,12.54,34.54,22.77,919.27
0.2300,12.65,2.75,3.52,3.85,0,0,0,8.8,370.04,178.97,82.06,131.78,11.77,91.19,15.07,36.52,31.57,917.4
0.2400,12.65,2.75,0,3.85,0,0,0,0,357.83,175.23,79.64,134.75,11.77,95.81,15.07,36.52,19.25,906.62
0.2500,12.65,2.75,3.52,5.17,0,0,0,8.8,342.65,171.49,79.64,137.72,11.77,98.01,17.6,38.39,32.89,897.27
0.2600,12.65,2.75,0,3.85,0,0,0,8.8,330.44,167.75,77.22,143.66,11.77,100.32,17.6,38.39,28.05,887.15
0.2700,12.65,2.75,0,5.17,0,0,0,8.8,314.93,162.14,77.22,146.63,11.77,104.83,20.13,40.37,29.37,878.02
0.2800,12.65,2.75,0,5.17,0,0,0,8.8,299.53,158.4,77.22,152.57,11.77,109.34,22.66,42.24,29.37,873.73
0.2900,12.65,2.75,3.52,3.85,0,0,0,8.8,284.02,152.79,74.69,158.51,14.08,114.07,27.72,42.24,31.57,868.12
0.3000,12.65,2.75,3.52,3.85,0,0,0,8.8,265.54,145.42,74.69,161.48,14.08,119.02,30.14,44.22,31.57,854.59
0.3100,12.65,2.75,0,3.85,0,0,0,8.8,247.06,137.94,74.69,167.53,14.08,126.5,35.2,48.07,28.05,851.07
0.3200,12.65,2.75,0,3.85,0,0,0,8.8,225.5,130.57,72.27,175.56,14.08,133.87,37.73,48.07,28.05,837.65
0.3300,12.65,2.75,3.52,5.17,0,0,0,8.8,207.35,121.22,69.85,180.95,16.39,143.77,42.79,49.94,32.89,832.26
0.3400,12.65,2.75,3.52,3.85,0,0,0,8.8,189.2,111.98,67.32,189.09,16.39,151.25,47.85,53.79,31.57,826.87
0.3500,12.65,4.18,0,3.85,0,0,0,8.8,168.19,103.07,64.9,194.48,18.81,161.15,52.91,55.77,29.48,819.28
0.3600,12.65,2.75,0,3.85,0,0,0,0,150.26,92.29,59.95,202.62,18.81,170.83,55.44,57.97,19.25,808.17
0.3700,12.65,2.75,0,5.17,0,0,0,0,129.36,83.38,57.53,208.01,18.81,178.09,57.97,60.28,20.57,793.43
0.3800,12.65,2.75,0,5.17,0,0,0,0,107.8,72.6,52.25,213.4,18.81,187.77,61.27,64.79,20.57,778.69
0.3900,12.65,2.75,0,5.17,0,0,0,0,91.19,61.82,44,221.43,18.81,197.45,64.68,67.1,20.57,766.48
0.4000,12.65,2.75,3.52,5.17,0,0,0,0,74.58,53.24,41.25,224.18,16.39,204.71,67.98,71.61,24.09,753.94
0.4100,12.65,2.75,3.52,5.17,0,0,0,0,61.27,45.21,33,224.18,16.39,214.39,71.39,76.12,24.09,741.95
0.4200,12.65,2.75,3.52,6.49,0,0,0,0,53.24,37.07,27.5,224.18,16.39,224.07,71.39,80.63,25.41,734.47
0.4300,12.65,2.75,3.52,6.49,0,0,0,0,48.62,32.23,24.75,221.43,14.08,233.97,71.39,85.25,25.41,731.72
0.4400,12.65,2.75,3.52,6.49,0,0,0,0,46.31,27.39,22,213.4,14.08,243.87,67.98,89.76,25.41,724.79
0.4500,12.65,2.75,0,6.49,0,0,0,0,41.69,25.74,19.25,202.62,11.77,253.77,67.98,94.27,21.89,717.09
0.4600,17.71,4.18,3.52,6.49,0,0,0,0,39.38,22.55,16.5,191.73,9.35,261.14,64.68,96.58,31.9,701.91
0.4700,17.71,4.18,3.52,7.81,0,0,0,0,37.07,20.9,13.75,175.56,7.04,268.62,61.27,101.09,33.22,685.3
0.4800,20.24,4.18,3.52,7.81,0,0,0,0,34.76,19.36,13.75,161.48,7.04,275.99,57.97,103.4,35.75,673.75
0.4900,22.77,4.18,3.52,7.81,0,0,0,0,34.76,19.36,11,140.69,4.62,281.05,52.91,105.6,38.28,649.99
0.5000,25.3,4.18,3.52,7.81,0,0,0,0,34.76,17.71,11,125.84,4.62,286.11,52.91,107.91,40.81,640.86
0.5100,27.83,4.18,3.52,7.81,0,0,0,0,32.45,17.71,11,110.99,0,288.64,47.85,112.42,43.34,621.06
0.5200,35.42,5.61,3.52,7.81,0,0,0,0,32.45,16.06,8.25,96.36,0,288.64,47.85,114.62,52.36,604.23
0.5300,50.6,7.04,3.52,7.81,0,0,0,0,32.45,16.06,8.25,81.84,0,288.64,45.32,119.02,68.97,591.58
