,0,1
0,-40832.589825675714,10665.425345050602
1,-41011.86926784802,10208.190329876243
2,-40609.726286323064,9496.42342792803
3,-40694.03835639133,9041.857572848758
4,-40444.05292122556,8104.02964410517
5,-40484.16056513093,7295.221828564379
6,-40693.53817906992,6341.911399663219
7,-40176.24150999381,5212.955570590693
8,-40447.68080475025,3887.540856255023
9,-39906.88905694104,2260.3632750431
10,-39641.1447730748,701.0926400933232
11,-39571.598510801596,-1141.8147506060745
12,-39404.74317639954,-2999.324914542878
13,-38201.91567820597,-4774.1826048005605
14,-38081.85642731886,-6750.5775455896
15,-38374.8903148625,-9447.62358072495
16,-37827.04757673843,-11591.047296154002
17,-37411.50699903182,-13809.119071138319
18,-36735.392117612544,-16121.705494961912
19,-36447.07320298225,-18877.588410122862
20,-35233.119193682905,-21171.012096420443
21,-34911.52115038715,-24364.5655842765
22,-33676.311869046374,-26977.938891381626
23,-32401.884807129216,-32408.166924120476
24,-30345.042793902012,-38146.125367582536
25,-27459.818798834094,-41891.29413819168
26,-23015.817277604754,-44532.10440666713
27,-18341.006236106754,-46906.52488584802
28,-13758.677749339624,-47492.80009299223
29,-8203.39910018307,-47836.65244758185
30,-1893.5674638103326,-47224.593333207464
31,3311.722333595285,-45337.663847615906
32,6422.411122233294,-44165.91794941793
33,9237.548154728269,-43038.4334986882
34,11826.35444301684,-39832.65808493963
35,13930.775885650022,-36455.42901416111
36,15332.117775853048,-33291.051590539544
37,16467.561115529057,-30666.68460599881
38,17629.06840331162,-29887.65222512122
39,18954.631697239103,-30233.68970214452
40,20289.504787945734,-29939.54653140348
41,21573.668171507885,-29578.951850483158
42,23416.875963553277,-29489.575365557193
43,24934.711702729248,-29516.55439362072
44,26990.847829869523,-30143.51400122913
45,29070.27566475581,-31216.965372885592
46,30916.541249261314,-32327.329964405515
47,33300.92453059866,-33359.82460687564
48,35101.54054278835,-33542.745434916964
49,36752.08640787144,-33894.804658285786
50,37970.72191806965,-33733.13333987955
51,39282.49443336863,-33657.43719834833
52,40019.60753187705,-32886.08968975294
53,41235.561878609384,-32429.00074211518
54,41997.16018731658,-32103.037751095366
55,42103.44418995712,-31093.46876643183
56,42249.32911193679,-30088.848070687094
57,42839.92754923308,-29459.21209310348
58,42487.268841577104,-28223.112415454998
59,42023.93151051099,-26965.999381264992
60,41070.34898651125,-25551.442950014745
61,41072.26023141455,-24537.967574144568
62,40909.855115181395,-22668.655166791676
63,40712.95807654449,-21275.17959594952
64,39968.299732999556,-19347.470698482888
65,39993.59939710117,-17312.13995696138
66,39596.498441047836,-15262.678233560355
67,39800.63267321104,-13452.840489962518
68,39405.70312921554,-11382.9406032814
69,40009.09265421861,-9395.39910106051
70,39342.14898781265,-7427.361495583418
71,40132.42147280063,-5333.323065596932
72,39605.306502154264,-2827.7538632864057
73,40156.17330416824,-208.90588551528236
74,39920.50466116702,1912.0829692888349
75,40411.80911954795,4924.418924063577
76,40257.9009665984,7130.01850047633
77,39518.58170903419,9668.962849243191
78,39652.53113220027,12649.169658708324
79,38700.473377331975,15459.567997471264
80,38811.51254518506,18375.52298391046
81,38175.71223449738,21607.276010056332
82,37301.362771891654,24300.333471014652
83,37348.78630269676,27591.605435770678
84,36487.36210731466,31071.627915800847
85,35857.746740613584,34527.18809691798
86,34681.80307103322,37530.14494618101
87,34171.51887020058,40446.697255782965
88,33857.96629204805,43781.77514023359
89,32239.910191508035,45805.212670879846
90,31086.51100953227,48223.18977455205
91,30493.406445979774,50309.59805813727
92,30066.697294725393,51653.044670438845
93,28906.403739898145,51911.55514792428
94,26992.555787639078,51340.53523079381
95,25140.263336014614,50319.853217702206
96,23183.676384631923,49683.17652975775
97,21211.220016164156,48883.29067117152
98,17225.706976018224,48443.95432100475
99,10807.800674905535,45363.0013567745
100,4469.486226033562,41745.565485244086
101,-2151.443811037338,36059.30661121993
102,-9577.198198242306,27069.817356892057
103,-13932.49644849778,23354.88240497702
104,-16910.288622669537,21591.953187579886
105,-20529.397308902975,17210.220855272244
106,-22369.495396685877,14816.048727238895
107,-24114.52253833695,13148.869281215939
108,-24695.327554611504,12300.707518088577
109,-24699.547901907885,11654.46751058165
110,-25346.550328503057,11207.36793632852
111,-25701.13990015606,10587.288885915757
112,-26493.236494274057,9801.318975529724
113,-27108.244569657643,9395.823837178476
114,-27804.29219800885,8813.622432642467
115,-29247.796652262157,8501.551422910989
116,-30780.794616036008,8341.711412509349
117,-31809.71717287465,8224.54546177398
118,-33251.52008733193,7885.468703081009
119,-34399.96892622334,7351.1271325000325
120,-35787.01166281532,6819.385474216154
121,-36327.11748194898,6370.219886140967
122,-37276.66868662476,5679.541319218263
123,-38204.99866629587,4842.88897092627
124,-38906.8897462219,3933.672359925684
125,-39850.70203370026,2790.5385864360856
126,-40323.35219691515,1626.0257317258286
127,-41115.6272891479,277.30426509167
128,-41834.596960085444,-839.3473015645505
129,-41701.900408885565,-1591.4330108781066
130,-42570.45077703806,-3008.487662731025
131,-42465.8731249916,-3787.773655184073
132,-42130.17393195822,-4663.949926525267
133,-42294.23346065776,-5538.970032842427
134,-41981.962107588275,-6415.421618945592
135,-42185.30273797507,-7333.291199470994
136,-41576.50675588528,-7937.049526940845
137,-41492.59901144736,-8714.812773807529
138,-41661.97392548586,-9721.487010424882
139,-41393.16521837032,-10598.209834445928
140,-41907.26751545456,-11738.682775731028
141,-41979.96995231568,-12822.723133089572
142,-42263.9580628069,-13759.214236327245
143,-42487.3603172982,-15073.612304272598
144,-41880.72481159576,-15682.259404972994
145,-42237.587789038276,-16607.955614693856
146,-42182.30032666799,-17840.324932248233
147,-42669.28775236604,-19386.441710165767
148,-42651.5462390297,-20511.983836855496
149,-42652.92909979197,-21933.58489042824
150,-42919.09475778739,-23638.458646528365
151,-42294.501188097805,-24888.13361621994
152,-42322.66231081245,-26713.520950474773
153,-42728.337795950516,-29150.747539154152
154,-42293.41327940221,-30720.159842428577
155,-42219.83208803813,-32499.4651671243
156,-41814.138115551286,-33937.01844659617
157,-41771.265994089285,-35267.97016633309
